"name","roaster","roaster_country","roast","rating","review"
"Colombia Los Pinos Robeiro Sarmiento","Coffee By Design","United States","Medium-Light",92,"Chocolaty, deep-toned. Baking chocolate, date, cedar, narcissus, almond in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar. A friendly, accessible, crisply sweet coffee with dried fruit, floral, and rich nut tones."
"Vietnam Cau Dat Mercafe Lotus","Peach Coffee Roasters","United States","Medium-Light",90,"Richly sweet, chocolaty. Dark chocolate, hazelnut, date, gardenia, cedar in aroma and cup. Sweet-toned structure with gentle acidity; crisp, satiny mouthfeel. Chocolaty finish with undertones of hazelnut and cedar. A sweet, chocolaty Vietnam Arabica with undertones of nuts, florals, and rich aromatic wood."
"Nano Genji #7","JBC Coffee Roasters","United States","Medium-Light",95,"Richly sweet, floral- and fruit-toned. Apricot, star jasmine, almond nougat, lemon balm, sandalwood in aroma and cup. Sweetly tart structure with delicately bright acidity; plush, syrupy mouthfeel. Long, lingering, flavor-laden finish. A trifecta of fruit, flowers, and sandalwood in this delightfully high-toned, bright but balanced, classic washed Ethiopia cup."
"Panama Auromar Camilina Geisha Natural","Dragonfly Coffee Roasters","United States","Medium-Light",95,"Delicately bright, resonantly floral. Narcissus, cardamom, honey, bergamot, marjoram in aroma and cup. Balanced, sweetly tart structure with vibrant acidity; lively, silky mouthfeel. The long, flavor-laden finish leads with notes of bittersweet citrus and narcissus in the short; cardamom and honey resurface in the long. A vibrantly expressive, nuanced natural-processed Geisha cup with spice-toned floral and complex fruit notes throughout."
"Tio Conejo Colombia","JBC Coffee Roasters","United States","Medium-Light",94,"Nuanced, bright, multi-layered, richly aromatic. Tangerine, lilac, sage, Bing cherry, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, satiny-smooth mouthfeel. The resonant finish centers around notes of tangerine and sage. A high-toned, citrusy and floral washed Colombia cup with spice-driven undertones."
"Panama Auromar Ironman Geisha Washed Process","Dragonfly Coffee Roasters","United States","Medium-Light",94,"High-toned, balanced, deeply sweet. Pomelo, jasmine, cocoa nib, amber, agave syrup in aroma and cup. Brightly sweet structure with juicy acidity; syrupy-smooth mouthfeel. The crisply cocoa-toned finish is supported by pomelo and jasmine. A classic washed-process Panama Geisha cup: cocoa-toned, floral, richly sweet and balanced."
"Cruz Loma","JBC Coffee Roasters","United States","Medium-Light",94,"Deeply sweet, richly fruit-toned. Passion fruit, ginger flower, cocoa nib, Meyer lemon zest, hazelnut in aroma and cup. Brightly sweet with vibrant, juicy acidity; very full, syrupy mouthfeel. The resonant finish centers around notes of cocoa-toned ginger flower. A complex, multi-layered washed anaerobic Ecuador cup — bright, juicy, cleanly fruit-toned, alive with tropical floral notes."
"Dancing Tiger","Desolate Café","Taiwan","Medium-Light",93,"Richly tart, chocolaty. Pomegranate, dark chocolate, lemon verbena, almond, cedar in aroma and cup. Crisply sweet-tart structure with citrusy acidity; full, syrupy mouthfeel. The sustained finish consolidates to notes of pomegranate, dark chocolate and cedar. A confidently tart-leaning blend of two natural-processed coffees: fruit-toned and quite chocolaty."
"Ethiopia Bidimoo Chelelektu Natural","Desolate Café","Taiwan","Light",92,"Bittersweet, cleanly fruit-toned. Dark chocolate, raspberry, lime zest, hazelnut butter, rhododendron in aroma and cup. Deeply sweet structure with juicy, bright acidity; lightly satiny mouthfeel. The finish is carried by notes of dark chocolate and raspberry. A juicy, richly fruit-toned natural-processed Ethiopia cup with distinct raspberry notes throughout, supported by dark chocolate."
"Rider Blend","Desolate Café","Taiwan","Medium-Light",91,"Crisply sweet, intentionally fermenty. Whiskey barrel, cocoa powder, raisin, fresh-cut fir, pistachio in aroma and cup. Sweet-savory structure with brisk acidity; velvety mouthfeel. Sweetly fermenty finish with notes of whiskey cask and fresh fir. A sweetly wood-framed, gently fermenty blend influenced by aging in whiskey casks."
"Dark Texas Twist","Brand 425","United States","Medium",91,"Sweetly roast-toned, richly chocolaty. Baking chocolate, scorched mesquite, lily, almond brittle, date in aroma and cup. Bittersweet structure with creamy mouthfeel; the crisp, gently drying finish centers on notes of baking chocolate, lily and mesquite. A darker-roasted blend with pleasing smoke-toned chocolate and sweet floral notes throughout — sweet, crisp, bold."
"Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed","Quartet Kaffe","Taiwan","Medium-Light",95," Richly aromatic, complex. Star jasmine, cocoa nib, bergamot, apricot, sandalwood in aroma and cup. Delicately bright structure with vibrantly juicy acidity; silky, viscous mouthfeel. Resonant, long flavor-laden finish with notes of star jasmine and cocoa nib supported by apricot undertones. A lush, rich-toned, yet delicately perfumed washed Geisha cup with exhilarating acidity."
"Peru","CafeTaster","Taiwan","Medium-Light",92,"Rich-toned, chocolaty. Baking chocolate, cashew butter, date, magnolia, orange zest in aroma and cup. Sweet-toned with gentle, round acidity; very full, creamy mouthfeel. Finish consolidates to notes of crisp baking chocolate and cashew. An invitingly sweet, very chocolaty Peru cup with a pleasing crispness and especially plush mouthfeel."
"San Jose Mexico","JBC Coffee Roasters","United States","Medium-Light",93,"Evaluated as espresso. Richly chocolaty, deeply sweet. Crisp apple, dark chocolate, hazelnut, fresh-cut oak, agave syrup in aroma and small cup. Velvety-smooth mouthfeel; chocolaty, nutty finish. In three parts milk, both chocolate and nut tones are amplified, while fruit falls back to a supporting role.  An inviting Mexico cup roasted for espresso that foregrounds notes of dark chocolate, sweet-tart fruit, rich hazelnut and aromatic wood."
"Bella Carmona Guatemala","JBC Coffee Roasters","United States","Medium-Light",93,"Evaluated as espresso. Caramel, almond butter, yellow plum, orange zest, cedar in aroma and small cup. Crisp, satiny mouthfeel; richly nut-driven finish. In three parts milk, almond and caramel tones commingle, supported by plum and cedar. A deep, balanced, richly nut-toned single-origin Guatemala espresso, with a sweetness and depth in the small cup that emerges even more clearly in cappuccino-scaled milk."
"Karen J Kona Red Bourbon","Hula Daddy Kona Coffee","Hawai'i","Medium-Light",96,"Deep-toned, complexly layered, vibrantly aromatic. Black cherry, honeysuckle, cocoa nib, sugar cane, lemon balm in aroma and cup. Richly bittersweet structure with tart, juicy acidity; crisp, satiny mouthfeel. Very long, nuanced, resonant finish. This classic Kona coffee unfolds over time to reveal intriguing complexity, exciting vibrancy, and deep, harmonious balance."
"Nicaragua La Bastilla Estate Anaerobic","RamsHead Coffee Roasters","United States","Medium-Light",93,"Deeply lactic-sweet, rich-toned. Bubblegum, rhododendron, cocoa nib, fresh leather, grape candy in aroma and cup. Richly bittersweet structure with tangy, lactic acidity; delicate, lightly syrupy mouthfeel. The sweet, long finish consolidates to notes of bubblegum and cocoa nib with undertones of rhododendron. A uniquely composed anaerobic Nicaragua cup with a decidedly lactic tang and candy notes layered with more traditional floral and earth tones."
"Ethiopia Worka Sakaro","Red Rooster Coffee Roaster","United States","Medium-Light",95,"Sweetly tart, fruit-driven, chocolaty. Berry melange, dark chocolate, freesia-like flowers, cedar, pink peppercorn in aroma and cup. Brightly sweet with vibrant, high-toned acidity; lively, syrupy mouthfeel. Long, lingering, flavor-saturated finish, juicy and bright. A berry extravaganza of a coffee – think boysenberry, mulberry and raspberry — grounded by rich chocolate and sweet herb notes."
"Colombia Geisha","Jaunt Coffee Roasters","United States","Medium-Light",94,"Richly fruit- and floral-toned. Dried plum, plumeria, dark chocolate, amber, lemon-thyme in aroma and cup. Sweet-tart with balanced, fruity acidity; very full, syrupy mouthfeel. The resonant finish centers around notes of plum, plumeria and dark chocolate. A richly perfumed, deep-toned anaerobic Colombia Geisha intense with fruit, floral and chocolate notes."
"Ethiopia Guji Hambela Dabaye","Jaunt Coffee Roasters","United States","Medium-Light",93,"Delicately aromatic, richly sweet. Narcissus, honey, apricot, almond, Meyer lemon zest in aroma and cup. Sweetly tart structure with gently bright, floral acidity; smooth, silky mouthfeel. The finish consolidates to notes of honey and almond with undertones of narcissus. An elegant, floral-driven washed Ethiopia cup, richly sweet with honey and narcissus throughlines."
"Colombia Don Ruiz Anaerobic","Roadmap CoffeeWorks","United States","Medium-Light",95,"Elegantly fruit-toned, very juicy. Ripe peach, dark chocolate, blueberry jam, almond butter, a hint of wine barrel in aroma and cup. Sweetly tart structure with bright, malic acidity; very smooth, syrupy mouthfeel. Integrated, harmonious, long finish. A fruit bomb, but a sophisticated one — balanced, inviting, confidently bright — also delicious cold."
"Colombia FUDAM Nariño","Roadmap CoffeeWorks","United States","Light",94,"High-toned, richly sweet-tart. Red plum, almond nougat, marjoram, cedar, star jasmine in aroma and cup. Brightly sweet with high-toned acidity; syrupy-smooth mouthfeel. The finish leads with notes of star jasmine, rounding to almond nougat in the long. A nuanced, complex washed Colombia cup with leading notes of stone fruit and spicy florals supported by deep nut and sweet herb."
"Peru Walther Acuna","Roadmap CoffeeWorks","United States","Medium-Light",91,"Crisply sweet, delicately aromatic. Fig Newton, magnolia, hazelnut, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; very full, satiny mouthfeel. The gently drying finish consolidates to notes of hazelnut and fir. An easygoing Peru cup, very sweet, with an especially plush mouthfeel."
"Sumatra Aceh Gayo Mountain Musara Honey Process","Buon Caffe","Taiwan","Medium-Light",93,"Spice-toned, richly sweet. White peach, nutmeg, tuberose, cocoa nib, fresh-cut fir in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of cocoa nib and peach in the short, with fresh-cut fir and hints of tuberose resurfacing in the long. A honey-processed Sumatra with stone fruit and baking spice notes at center, supported by sweet florals and rich aromatic wood."
"Ethiopia Guji Hambela Buku Saysa Natural Process","Buon Caffe","Taiwan","Light",93,"Delicately fruit-toned, gently tart. Dark chocolate, strawberry, jasmine, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with juicy acidity; crisp, satiny mouthfeel. Chocolaty, fruit-toned finish, with undertones of cedar. A gently fruity, balanced natural-processed Guji cup: sweetly chocolaty, crisply fruity, with pretty florals throughout."
"Ethiopia Durato Bombe","Per’la Specialty Roasters","United States","Light",95,"Massively floral, juicy, cocoa-toned. Distinct cocoa, honeysuckle, tangerine, caramel, cashew in aroma and cup. Deeply sweet, savory-edged in structure, with deep, vibrant acidity. Full, syrupy mouthfeel. The finish is sweet and rich, carrying most notes from the cup far into the long.  More a floral and cocoa bomb than a fruit bomb, but a bomb nevertheless. Big, intense, intricate. "
"Papua New Guinea Timuza Organic","Magnolia Coffee","United States","Light",92,"Balanced, classic, sweetly bright. Blood orange, fresh-cut cedar, almond brittle, quietly complex flowers — freesia, lavender — in aroma and cup. Crisp, sweet-tart structure with smoothly bright acidity. Plush, lightly viscous mouthfeel. Sweet almond and fresh cedar carry the rich, gently drying finish. This Papua New Guinea is a classic coffee in the smoothly bright, high-grown style. Clean, orangy and almondy with an undercurrent of fragrant cedar. "
"Ethiopia Yirgacheffe Kochere","Cup to Cup Coffee Roasters","United States","Medium-Light",93,"Crisp, spicy, orange-toned. Spice box, black currant, orange, cocoa, a hint of sweet flowers in aroma and cup. Sweet-tart structure with a briskly savory edge; full, plump mouthfeel. Rich and round in the finish: orange, blackberry, a continued hint of flowers.   A crisply brisk style of washed Ethiopia, roasted toward the dark end of medium, with more spice than flowers and savory berry balanced by orangy cocoa.  "
"Ethiopia Botabaa","Evie's Cafe","Taiwan","Medium-Light",93,"Round, deep, yet delicately lively, sweetly nut-toned. Roasted pistachio, caramel, date, lime, freesia in aroma and cup. Complexly layered structure with light-footed, engaging acidity; lightly satiny mouthfeel. Long, layered finish: lime and caramel. A paradoxically strong-charactered yet light-footed washed Ethiopia, original in its layered date- and pistachio-toned aromatics."
"Ethiopia Sidama","Fieldheads Coffee Roasting","United States","Medium-Light",93,"Sweet, crisply brisk, orangy, balanced. Orange, freesia, fresh-cut fir, hints of cocoa nib and molasses. Bittersweet in structure with a sweet but brisk acidity. Lightly syrupy, lifty and lively mouthfeel. Gently but richly drying finish: orange, fir, a hint of cocoa nib. The crisply bittersweet structure and orange and floral-toned aromatics combine grace and authority. "
"Ethiopia Sidamo Washed","MK Coffee Roasters","Taiwan","Medium-Light",93,"Richly and suavely bright, balanced. Milk chocolate, cedar, floral-toned vanilla, raspberry, hazelnut in aroma and cup. Very sweetly and lightly tart with gently bright acidity; satiny mouthfeel. Lightly drying but flavor-saturated finish leading with raspberry and vanilla.  A classically and smoothly bright cup with Ethiopian aromatic intrigue: vanilla-leaning flowers and tart berry, in particular. "
"Papua New Guinea Baroida Estate Natural","Red Rooster Coffee Roaster","United States","Medium-Light",93,"Buoyant, delicate, vivacious. A bouquet of flowers — rose, magnolia, more — plus lemon, sandalwood, fresh tobacco in aroma and cup. Sweet-tart in structure with a big, savory bottom. Syrupy but lively mouthfeel. Rich, sweet, balanced finish: tobacco, lemon.  The unusual aromatics of this big-bodied coffee simultaneously suggest florist shop, lemonade parlor and cigar humidor. Take your time with this one — its originality emerges best with attention and patience."
"Mexico Ozolotepec","Wonderstate Coffee","United States","Medium-Light",93,"Deeply sweet, crisply chocolaty. Baking chocolate, almond nougat, pear, fresh-cut oak, pink grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of almond nougat and pink grapefruit zest. A classic Mexico cup — sweet, balanced, chocolaty and nut-toned."
"Mexico Nyarita Canela","Mostra Coffee","United States","Medium-Light",92,"Crisply sweet, fruit-toned. Dried plum, hazelnut, cocoa powder, marjoram, fresh-cut fir in aroma and cup. Sweet-toned structure with gently fruity acidity; crisp, silky mouthfeel. The finish consolidates to cocoa-toned marjoram with hints of hazelnut. A quietly confident, gently fruit-forward natural-processed Mexico cup from the coastal region of Nyarit, not typically associated with coffee."
"Mexico La Cañada Oaxaca Organic","Lone Coffee","United States","Medium-Light",91,"Deeply sweet, nut-toned. Cashew butter, cocoa nib, date, tiger lily, fresh-cut fir in aroma and cup. Crisply sweet structure with balanced acidity; delicate, silky mouthfeel. Creamy cashew notes lead the short finish with tiger lily and date resurfacing in the long. A friendly, accessible Mexico cup, sweetly nutty with gentle fruit and floral underpinnings."
"Mexico FTO","Water Street Coffee","United States","Medium-Light",91,"Crisply sweet-tart, nut-toned. Red apple, almond brittle, magnolia, lemon zest, cedar in aroma and cup. Sweet-tart structure with brisk acidity; delicate, satiny mouthfeel. Quiet, gently nut-toned finish. A subtly nuanced Mexico cup with crisp apple and sweet herb notes with a throughline of richly sweet nut tones — certified Fair Trade/Organic."
"Gachatha Kenya","JBC Coffee Roasters","United States","Medium-Light",96,"Richly sweet-savory. Ripe heirloom tomato, pomegranate, cocoa nib, sage, narcissus in aroma and cup. Complex sweet-savory-tart structure with elegantly bright acidity; plush, syrupy-smooth mouthfeel. Long, lingering, flavor-saturated finish that foregrounds tomato, pomegranate and cocoa notes. A lush, nuanced, deep Kenya cup, classic in its balance of sweet and savory impulses, with a tart verticality that promotes structural complexity."
"Geisha Spirit","Cafe Kreyol","United States","Medium-Light",94,"Delicately fruit- and floral-toned. Magnolia, apricot, amber, cocoa nib, sandalwood in aroma and cup. Sweetly tart with gently bright acidity; vibrantly silky mouthfeel. Resonant finish that leads with notes of magnolia and apricot, rounding to cocoa and amber in the long. A yellow honey-processed Colombia Geisha with notes of stone fruit, rich florals, and cocoa nib throughout, and an especially pretty mouthfeel, silky and subtle."
"Colombia Sudan Rume","Nostalgia Coffee Roasters","United States","Light",95,"Multi-faceted, enticingly sweet-savory. Lychee, cardamom, cocoa nib, fennel, star jasmine in aroma and cup. Savory-sweet structure with vibrantly juicy acidity; syrupy-smooth mouthfeel. Rich-toned, very long finish with leading notes of lychee and cardamom. An excitingly complex natural-processed Colombia Sudan Rume, layered and deep, with sweet tropical fruit notes and an umami foundation."
"El Duende Peru","JBC Coffee Roasters","United States","Medium-Light",94,"Balanced, deep, floral-toned. Wisteria, cocoa nib, almond nougat, white peach, cedar in aroma and cup. Sweet structure with gently bright, vibrant acidity; full, buttery mouthfeel. The crisp finish centers around notes of wisteria and cocoa nib. A pretty, floral-driven, cocoa-toned Peru cup with a particularly distinctive, buttery mouthfeel."
"Conejo Añejo","Cafe Kreyol","United States","Medium",93,"Sweetly fermenty, chocolaty. Milk chocolate, black cherry, wine barrel, cedar, tangerine zest in aroma and cup. Sweet-tart structure with winey acidity; plush, syrupy mouthfeel. Fruity, chocolaty finish with aromatic wood undertones.  An intentionally fermenty, richly sweet blend of an aged natural Dominican Republic and a washed Honduras — a distinctively composed cup with notes of chocolate, cherry and citrus."
"Colombian Anaerobic","Cafe Kreyol","United States","Light",92,"Richly fruit-toned, candy-like. Pineapple saltwater taffy, cotton candy, baking chocolate, orange zest, cedar in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Crisply sweet finish with notes of cotton candy and orange zest supported by cedar undertones. An unabashedly candy-sweet anaerobic cup with balancing depth from rich aromatic wood notes."
"Haitian Hound Haitian Blue Dark Roast","Cafe Kreyol","United States","Medium",91,"Deeply chocolaty, sweetly earthy. Dark chocolate, pipe tobacco, date, lily, gently scorched oak in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. The mildly drying finish consolidates to notes of pipe tobacco and lightly scorched oak with undertones of dark chocolate. An organic Haiti Blue Mountain cup, deftly darker-roasted, with rich chocolate and sweet tobacco notes. Nice with a splash of whole milk."
"Sweet Waves Espresso","Kona View Coffee","Hawai'i","Medium",93,"Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, hazelnut, candy apple, orange zest, fresh-cut cedar in aroma and cup. Satiny-smooth mouthfeel; resonant, chocolaty finish with hazelnut undertones. In three parts milk, chocolate notes are amplified but remain in balance with hazelnut and cedar suggestions. A 100% Kona Typica espresso that’s richly chocolaty, deeply sweet, balanced and inviting, both in the straight shot and in milk."
"Rwanda Agasaro","Durango Coffee Company","United States","Medium-Light",93,"Richly bittersweet, harmoniously fruit-forward. Dark chocolate, dried black cherry, lavender, fresh-cut oak, tangerine zest in aroma and cup. Integrated, pleasingly bittersweet structure with gentle acidity; full, syrupy mouthfeel. The finish consolidates to notes of dark chocolate, dried black cherry and cedar. A fruit-toned, complexly bittersweet natural Rwanda cup — a special microlot produced by women farmers of the COCAGI Cooperative."
"Ethiopia Yirgacheffe G1 Idido Natural","GK Coffee","Taiwan","Light",95,"Elegantly fruit-driven, cocoa-toned. Gogi berry, red plum, cocoa nib, star jasmine, sandalwood in aroma and cup. Brightly sweet structure with very juicy acidity; plush, satiny mouthfeel. Resonant, long, lingering finish. A juicy-bright, fruity and chocolaty Ethiopia natural cup with spicy floral underpinnings and a buoyant, levitating structure."
"Colombia Pink Bourbon Filadelfia","Bird Rock Coffee Roasters","United States","Light",95,"Intricate, vibrantly floral, citrusy. Lilac, tangerine, almond brittle, sage, wild honey in aroma and cup. High-toned, harmonious structure with elegantly juicy acidity; full, creamy mouthfeel. Flavor-saturated, very long finish.  A classically complete Colombia Pink Bourbon cup crisply focused around complex floral, citrus, and delicately sweet herb notes."
"Taiwan BA LU NA","inLove Cafe","Taiwan","Medium-Light",92,"Crisply sweet, spice-toned. Plum, clove, almond, freesia-like flowers, lemon zest in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to notes of freesia and lemon zest. A straightforward, inviting cup from still rare Taiwan-grown beans — sweet, balanced, quietly confident."
"Ethiopia Washed Botabaa G1 Lot.22/01","Muka Coffee","Taiwan","Light",93,"Sweetly floral, richly aromatic. Magnolia, raspberry, cocoa nib, lemon-thyme, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of magnolia  and raspberry with distinct undertones of cocoa nib. A multi-layered, sweetly tart washed Ethiopia cup with deep floral and high-toned berry notes."
"Espresso Blend","Muka Coffee","Taiwan","Medium-Light",92,"Evaluated as espresso. Crisply sweet, fruit-toned. Pomegranate, baking chocolate, freesia-like flowers, fresh-cut fir, orange zest in aroma and small cup. Syrupy-smooth mouthfeel; deeply sweet floral- and citrus-toned finish. In three parts milk, crisp chocolate notes are amplified, supported by pomegranate and fir. A deep-toned, deftly medium-roasted espresso blend, with spice-toned flowers and citrus zest as primary notes, supported by a crisply chocolaty sweetness."
"Ethiopia Kayon Mountain","Yellow Brick Coffee","United States","Medium-Light",94,"Richly sweet-tart, high-toned. Apricot nectar, almond nougat, jasmine, cedar, cocoa nib in aroma and cup. Richly sweet-tart structure with juicy-bright acidity; very syrupy, vibrant mouthfeel. Cocoa-toned finish with undertones of apricot and cedar. A classic washed Ethiopia cup: deep-toned, lively, balanced, bright, and aromatically complex."
"Kenya","CafeTaster","Taiwan","Medium-Light",95,"Nuanced, multi-layered. Almond brittle, pomegranate, dark chocolate, narcissus, lemon-thyme in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel with. Resonant, long, flavor-saturated finish.  A classic Kenya coffee: juicy, bright, balanced and deep with a lively, aromatic spark throughout the profile."
"Espresso Nuevo","Paradise Roasters","United States","Medium-Light",93,"Evaluated as espresso. Deeply chocolaty, sweetly earthy. Dark chocolate, date, graphite, lemon verbena, candied violet in aroma and small cup. Crisp, satiny mouthfeel; richly chocolaty and gently herbaceous finish. Chocolate takes the stage in cappuccino-scaled milk, with support from notes of date and lemon verbena. A seriously chocolaty espresso with undertones of sweet flowers and herbs — especially nice in cappuccino format."
"Kenya AB","Dory Coffee Roasters","Taiwan","Light",94,"Complex, multi-layered. Almond brittle, black cherry, dark chocolate, narcissus, mustard seed in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, lively mouthfeel. Resonant, long, flavor-saturated finish consolidates to suggestions of black cherry and almond brittle.  Juicy, high-toned, balanced and deep, with particularly full yet vibrant mouthfeel."
"Ecuador Pichincha Finca Flora","Chousin Coffee Collection","Taiwan","Light",93,"Delicately rich, vibrantly sweet-savory. Wisteria, dark chocolate, lychee, candied orange zest, allspice in aroma and cup. Sweetly tart structure with full, syrupy mouthfeel. The long finish consolidates to notes of wisteria and allspice. A spice-toned, floral Ecuador cup, simultaneously sweet and intriguingly savory."
"Vietnam Robusta Carbonic Maceration","Paradise Roasters","United States","Medium-Light",92,"Crisply fruit-toned, chocolaty. Cocoa powder, black cherry, almond, cedar, orange zest in aroma and cup. Richly bittersweet structure with brisk acidity; full, velvety mouthfeel. Finish consolidates to notes of cocoa powder, orange zest and cedar. An exceptionally sweet, complex Canephora (Robusta) cup from Vietnam, processed by carbonic maceration to intensify the fruit character."
"Kenya Nyeri Maganjo AB","Chousin Coffee Collection","Taiwan","Light",92,"Rich-toned, chocolaty. Baking chocolate, black currant, freesia-like flowers, clove, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. The delicate finish leads with chocolate and freesia in the short, clove and agave syrup in the crisp-toned long. A straight-ahead Kenya cup: chocolaty, spice-driven, deeply sweet."
"Kona Noir","Big Island Coffee Roasters","Hawai'i","Light",94,"Elegantly fruit-toned, gently spice-driven. Date, clove, blood orange, baking chocolate, cedar in aroma and cup. Complex bittersweet structure with winey acidity; plush, syrupy mouthfeel. The resonant finish is centered around notes of date, blood orange and clove. A distinctive Kona cup from the rare Kenya-derived SL34 variety of Arabica, worth seeking out for its confident fruit and nuanced spice notes."
"Kona Red Bourbon","Big Island Coffee Roasters","Hawai'i","Medium-Light",94,"Richly sweet-tart, deeply chocolaty. Dark chocolate, pomegranate, lemon verbena, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with apple-like malic acidity; very full, smooth, viscous mouthfeel. The finish consolidates to notes of pomegranate and dark chocolate with undertones of pink grapefruit zest.  This Big Island Red Bourbon fermented with wine yeasts displays an intriguing cup profile that juxtaposes tart fruit with rich chocolate notes — juicy, deep, balanced and bright."
"Kenya Washed Nyeri Hill Farm AA Top","Kakalove Cafe","Taiwan","Medium-Light",96,"Rich-toned, expressively layered, deeply sweet-savory. Ginger flower, toasted coconut, dried red currant, wild honey, cedar in aroma and cup. Savory-sweet structure with high-toned, vibrant acidity; plush, creamy mouthfeel. The long, intense finish is centered around notes of ginger and wild honey, with supporting notes of red currant and coconut. An exceptionally lush, balanced, intricate Kenya cup that delights with sweet and savory turns, a transparently lyrical structure that carries far into the long finish."
"Ethiopia Nano Genji","Temple Coffee","United States","Light",95,"Elegantly bright, delicately juicy, richly aromatic. Cocoa nib, ginger flower, apricot, pink grapefruit zest, hint of thyme in aroma and cup. Sweet-tart structure with juicy acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish. A high-toned, classic washed Ethiopia cup: cocoa-toned, citrusy, floral."
"Ethiopia Natural Sidama Abebe 74110","Kakalove Cafe","Taiwan","Light",95,"Fruit-centered, richly chocolaty. Dried mango, dark chocolate, Calla lily, sandalwood, hazelnut brittle in aroma and cup. Sweetly tart with bright, balanced acidity; syrupy, viscous mouthfeel. The confident finish is long and flavor-laden. An enticingly fruit-forward natural-processed single-variety Ethiopia cup with ballast from dark chocolate and caramelized hazelnut notes."
"Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot","Kakalove Cafe","Taiwan","Light",95,"Enticingly sweet, deeply floral-toned. Lilac, cocoa nib, pomelo, amber, almond nougat in aroma and cup. Gently tart in structure with juicy, vibrant acidity; very satiny, smooth mouthfeel. Rich finish that harmoniously sustains all of the aromatics. A nuanced, enigmatic Ethiopia natural cup that rewards patience with its lyrical expressiveness and holistic integration."
"Rwanda Sholi Natural Single-Origin Espresso","Temple Coffee","United States","Medium-Light",94,"Evaluated as espresso. Richly fruit-toned, chocolaty. Tiramisu, raspberry coulis, almond butter, hop flowers, cedar in aroma and small cup. Viscous, satiny mouthfeel; crisply tart finish with notes of raspberry and cedar. In cappuccino-scaled milk, raspberry and creamy chocolate notes take center stage. A compelling natural-processed Rwanda, deftly roasted for espresso to bring out berry and chocolate notes — also delicious as a pourover."
"Guatemala Washed Finca El General Lot SummerEnd Espresso","Kakalove Cafe","Taiwan","Medium-Light",94,"Evaluated as espresso. Very sweet, floral, richly nutty. Black cherry, almond butter, dark chocolate, cedar, tangerine zest in aroma and small cup. Full, syrupy-smooth mouthfeel; chocolaty, nut-driven finish. In three parts milk, dark chocolate and almond butter take center stage, with support from pretty florals and citrus. A compelling and complete Guatemala espresso, animated by notes of dark stone fruit, citrus zest, dark chocolate and rich nut butter."
"Guatemala Washed Acatenango Finca El General Pacamara Espresso","Kakalove Cafe","Taiwan","Medium-Light",94,"Evaluated as espresso. Deep-toned, sweetly savory. Dried fig, hop flowers, lemon verbena, dark chocolate, clove in aroma and small cup. Satiny-smooth mouthfeel; chocolaty finish with clove undertones. In cappuccino-scaled milk, spiced-toned chocolate notes are elevated, while fig and herb notes support. An unusual single-origin espresso, a big-beaned Pacamara from Guatemala that displays rich spice tones and other savory impulses within the context of deep sweetness; think an Ibarra chocolate dessert."
"Guatemala Los Santos","Temple Coffee","United States","Medium-Light",93,"Crisply sweet-tart, richly nut-toned. Pomegranate, baking chocolate, hazelnut, lime zest, cedar in aroma and cup. Sweet-tart structure with gently bright, balanced acidity; crisp, satiny mouthfeel. Quiet finish centered around sweet nut and chocolate tones. A juicy, balanced Guatemala cup with tart fruit, crisp chocolate, and deeply sweet hazelnut notes throughout."
"Finca Cerro Azul Aces Lot","Revel Coffee","United States","Medium-Light",94,"Fruit-saturated, sweetly fermenty. Concord grape, dark chocolate, vanilla orchid, wine barrel, tangerine zest in aroma and cup. Brightly sweet-tart structure with juicy acidity; very full, satiny mouthfeel. Fruit-toned finish with notes of wine barrel into the long. A richly aromatic, fruit-toned anaerobic natural cup with deep chocolate and sweet floral notes and a throughline of intentional winey ferment well integrated into the profile."
